ID,Name,ISO639P3code,Level,Parent_ID
ayer1245,Ayere,aye,language,ayer1244
ayip1235,Ayi (Papua New Guinea),ayq,language,yimi1235
ayiw1239,Äiwoo,nfl,language,reef1242
ayiz1244,Ayizi,yyz,language,unun9955
ayiz1245,Ayizo Gbe,ayb,language,west2934
ayma1253,Aymaran,,family,
ayoq1235,Ayoquesco Zapotec,zaf,language,cent2146
ayor1240,Ayoreo,ayo,language,zamu1244
ayut1236,Ayutla Mixtec,miy,language,sout3179
ayuu1242,Ayu,ayu,language,ninz1247
azer1255,Central Oghuz,,family,nucl1769
azha1235,Azha,aza,language,sani1266
azhe1235,Azhe,yiz,language,sani1275
azoy1236,Azoyú Me'phaa,tpc,language,meph1234
azte1234,Aztec,,family,cora1261
b10b1234,B10-B30,,family,bant1295
baal1234,Baale-Olam,,family,sout2838
baan1241,Baan,bvj,language,west2469
baan1242,Baangi,bqx,language,east2739
baat1238,Baatonum,bba,language,sout3164
baba1263,Babango,bbm,language,budj1235
baba1264,Baba,bbw,language,mbam1253
baba1266,Babanki,bbk,language,cent2275
baba1267,Baba Malay,mbf,language,vehi1234
baba1268,Babatana,baa,language,sout3208
baba1274,Babar,,family,cent2245
babi1235,Witsuwit'en-Babine,bcr,language,carr1250
babu1240,Babuza,bzg,language,cent2106
babu1241,Babungoic,,family,sout2822
baca1243,Bacanese Malay,btj,language,brun1246
baca1246,Bacama,bcy,language,bium1271
bact1239,Bactrian,xbc,language,cent2318
bada1257,Badaga,bfq,language,bada1263
bada1258,Bada (Nigeria),bau,language,jara1275
bada1260,Badaic,,family,ramp1244
bada1261,Bada (Indonesia),bhz,language,bada1260
bada1263,Badaga-Kannada,,family,tami1291
bade1240,Badeshi,bdz,language,indo1329
bade1248,Bade,bde,language,shir1274
badi1246,Badimaya,bia,language,kart1250
badi1247,Ngkontar Baedi,khd,language,ngka1236
badj1244,Badjirri,jbi,language,badj1246
badj1246,Badjiri-Eastern Karnic,,family,karn1253
badu1237,Badui,bac,language,sund1251
bady1239,Jaad-Badyara,pbp,language,jaad1234
baeg1237,Baeggu,bvd,language,nort3284
bael1237,Baelelea,bvc,language,nort3284
baet1237,Baetora,btr,language,maew1234
bafa1247,Bafaw-Balong,bwt,language,bafa1252
bafa1249,Bafanji,bfj,language,mbam1253
bafa1251,Bafawic-Bakweric,,family,ngoe1239
bafa1252,Bafawic,,family,bafa1251
bafi1243,Bafia,ksf,language,lefa1243
bafi1244,Bafia (A.50),,family,bant1295
bafu1246,Bafut,bfd,language,mank1258
baga1270,Baga Manduri,bmd,language,temn1245
baga1272,Baga Sitemu,bsp,language,temn1245
baga1273,Baga Koga,bgo,language,temn1245
baga1275,Pukur,bcg,language,nalu1241
bagh1251,Bagheli,bfy,language,awad1245
bagi1244,Bagirmi Fulfulde,fui,language,adam1260
bagi1246,Bagirmi,bmi,language,bagi1248
bagi1248,Bagirmic,,family,sara1349
bago1245,Bago-Kusuntu,bqg,language,bago1247
bago1247,Bago-Delo-Cala,,family,temc1234
bagr1243,Bagri,bgq,language,bagr1245
bagr1245,Bagri-Jandavra,,family,raja1256
bagu1251,Bagusa,bqb,language,kwer1262
bagu1252,Bagupi,bpi,language,silo1242
bagv1239,Bagvalal,kva,language,bagv1240
bagv1240,Bagvalal-Tindi,,family,andi1254
baha1256,Baha Buyang,yha,language,paha1254
baha1257,Bahau,bhv,language,kaya1333
baha1258,Baham,bdw,language,nucl1641
baha1259,Baharna Arabic,abv,language,arab1393
baha1260,Bahamas Creole English,bah,language,baha1261
baha1261,Bahamian Gullah,,family,gull1243
bahi1252,Bahing,bhj,language,nort2730
bahi1254,Bahinemo,bjh,language,bahi1255
bahi1255,Bahinemic,,family,cent2234
bahn1262,Bahnar,bdq,language,bona1256
bahn1264,Bahnaric,,family,aust1305
baho1237,Bahonsuai,bsu,language,east2490
bahu1238,Bahuanaic,,family,negr1239
baib1250,Baibai-Fas,,family,
baib1251,Baibai,bbf,language,baib1250
baic1239,Baic,,family,caij1235
baii1251,Bai,bdj,language,baiv1238
baik1238,Baikeno,bkx,language,nort3357
baim1244,Baima,bqh,language,east2771
baim1245,Baimak,bmx,language,garu1247
bain1259,Bainounk-Gujaher,bab,language,bain1264
bain1261,Bainouk-Gunyaamolo-Gutobor,bcz,language,bain1264
bain1263,Baining,,family,
bain1264,Bainounk,,family,east2703
bais1242,Baissa Fali,fah,language,unun9910
bais1246,Baiso,bsw,language,bais1247
bais1247,Baiso-Jiiddu,,family,east2653
baiv1238,Bai-Viri,,family,sere1263
baja1265,Bajan,bjs,language,barb1267
baje1238,Bajelani,bjm,language,shab1250
baka1271,Baka-Gundi,,family,west2836
baka1272,Baka (Cameroon),bkc,language,baka1278
baka1273,Bakaka,bqz,language,cent2284
baka1274,Baka (South Sudan),bdh,language,moro1282
baka1275,Bakati',,family,beny1238
baka1277,Bakairí,bkq,language,peko1235
baka1278,Baka complex,,family,baka1271
bakh1245,Bakhtiari,bqi,language,bakh1252
bakh1252,Bakhtiari-Southern Lori,,family,luri1252
baki1243,Baki-Bierebo,,family,epii1237
baki1244,Baki,bki,language,baki1243
bakk1238,Bak,,family,cent2230
bako1249,Bakoko,bkh,language,basa1289
bako1250,Bakole,kme,language,kole1239
bako1254,Bakor,,family,ejag1240
bakp1238,Bakpinka,bbs,language,agoi1245
baku1263,Bakumpai,bkr,language,sout2921
bakw1242,Bakwe-Wane,,family,east2415
bakw1243,Bakwé,bjw,language,bakw1242
bala1300,Balanta,,family,bakk1238
bala1301,Balanta-Kentohe,ble,language,bala1300
bala1302,Balanta-Ganja,bjt,language,bala1300
bala1310,Balangao,blw,language,nucl1754
bala1311,Balangingi,sse,language,inne1244
bala1314,Balaesang,bls,language,sout2925
bala1315,Balantak,blz,language,east2491
bald1241,Baldemu,bdn,language,maro1246
bale1255,Bale,,family,lend1246
bali1245,Bali (Nigeria),bcn,language,bali1284
bali1274,Bali (Democratic Republic of Congo),bcp,language,bali1286
bali1277,Bali-Sasak-Sumbawa,,family,nort3170
bali1278,Balinese,ban,language,bali1277
bali1279,Balinese Malay,mhp,language,sing1270
bali1280,Bali-Vitu,,family,meso1253
bali1284,Bali-Kpasam,,family,yand1260
bali1286,Bali-Beeke,,family,abab1240
balk1252,Balkan Romani,rmn,language,roma1329
balk1254,Rumelian Turkish,bgx,language,west2406
balo1260,Balochic,,family,nort3177
balo1261,Loi-Likila,biz,language,boba1249
balo1264,Balo,bqo,language,sout3181
balt1257,Baltic Romani,rml,language,roma1329
balt1258,Balti,bft,language,sham1282
balt1263,Balto-Slavic,,family,clas1257
balu1257,Paluai,blq,language,loup1244
bama1251,Bamali,bbq,language,nunm1234
bamb1262,Bambassi,myf,language,maoo1243
bamb1263,Bambuka-Gomu-Leelau,,family,sout3355
bamb1265,Bambalang,bmo,language,mbam1253
bamb1266,Bambili-Bambui,baw,language,mank1258
bamb1269,Bambara,bam,language,east2425
bamb1270,Bambam,ptu,language,mata1312
bamb1272,Bamboutos,,family,west2958
bame1260,Bamenyam,bce,language,nunm1234
bami1239,Bamileke,,family,sout3350
bamm1241,Bam-Manam,,family,mana1294
bamu1253,Bamun,bax,language,mbam1253
bamu1254,Bamukumbit,bqt,language,nunm1234
bamu1256,Bamunka,bvm,language,sout2822
bamu1257,Bamu,bcf,language,kiwa1251
bamw1238,Bamwe,bmg,language,bamw1239
bamw1239,Bamweic,,family,ngir1250
bana1288,Banao Itneg,bjx,language,nort3231
bana1292,Banaro,byz,language,ramu1234
bana1305,Bana,bcw,language,nkaf1238
band1339,Bandjalangic,,family,band1357
band1340,Bandial,bqj,language,gusi1245
band1341,Bandaic,,family,uban1244
band1342,Banda-Mbrès,bqk,language,cent2022
band1343,Banda-Banda,bpd,language,cent2022
band1344,Banda-Bambari,liy,language,cent2022
band1345,Banda-Ndélé,bfl,language,cent2022
band1348,Banda-Yangere,yaj,language,cent2021
band1351,Bandi-Zialo,,family,mend1264
band1352,Bandi,bza,language,band1351
band1353,Banda Malay,bpq,language,ambo1253
band1354,Banda-Geser,,family,east2466
band1355,Banda (Indonesia),bnd,language,band1354
band1357,Greater Bandjalangic,,family,news1235
bang1339,Banggarla,bjb,language,nort2752
bang1345,Bangba,bbe,language,mayo1260
bang1347,Ngombe-Bangandu,bgf,language,gbay1284
bang1348,Bangwinji,bsj,language,nucl1371
bang1350,Bangubangu,bnx,language,bang1371
bang1353,Bangala,bxg,language,ling1269
bang1354,Bobangi,bni,language,boba1250
bang1356,Bangolan,bgj,language,mbam1253
bang1363,Bangime,dba,language,
bang1365,Bangka,mfb,language,bang1370
bang1368,Banggai,bgz,language,east2491
bang1370,Bangka-Belitung Malay,,family,nort3388
bang1371,Bangubangu-Kasai,,family,luba1255
bang1372,Bangni-Tagin,,family,suba1255
bani1255,Baniwa do Icana,bwi,language,bani1259
bani1258,Baniwa-Curripaco-Tariano,,family,nort3362
bani1259,Baniwa-Curripaco,,family,bani1258
banj1239,Banjar,bjn,language,banj1241
banj1240,Banjar-Berau-Brunei Malay,,family,east2755
banj1241,Banjar-Bukit Malay,,family,banj1240
bank1256,Bankon,abb,language,abob1234
bank1258,Bankagooma,bxw,language,duun1245
bank1259,Bankan Tey Dogon,dbw,language,nang1263
bann1247,Bannoni,bcm,language,piva1237
bant1280,Bantawic,,family,sout2736
bant1281,Bantawa,bap,language,bant1280
bant1286,Bantik,bnq,language,sout3155
bant1288,Bantoanon,bno,language,bisa1268
bant1293,Bantayanon,bfx,language,peri1261
bant1294,Bantoid,,family,benu1247
bant1295,Bantu A-B10-B20-B30,,family,narr1281
banz1243,BANZL,,family,bsli1234
baoa1237,Baoanic,,family,shir1260
baou1238,Baoulé,bci,language,nort2767
bara1357,Baraamu,brd,language,than1258
bara1360,Barambo-Pambia,,family,zand1246
bara1361,Barambu,brm,language,bara1360
bara1362,Barama,bbg,language,sira1270
bara1367,Barakai,baj,language,kare1350
bara1369,Bara Malagasy,bhr,language,bara1407
bara1370,Baram Kayan,kys,language,kaya1333
bara1371,Baras,brs,language,comm1248
bara1375,Barapasi,brp,language,bara1399
bara1376,Baraic,,family,koia1260
bara1377,Barai-Namiae,,family,bara1376
bara1378,Baramu,bmz,language,nucl1713
bara1380,Barasana-Eduria,bsn,language,sout3006
bara1399,Barapasi-Sauri-Kofei,,family,geel1240
bara1401,Bara-Tatuyo,,family,east2707
bara1406,Barainic,,family,east2633
bara1407,Bara-Tanosy,,family,inla1273
barb1242,Barbacoas,bpb,language,barb1268
barb1263,Barbareño,boi,language,cent2139
barb1265,Barbacoan,,family,
barb1266,Barbados-Eustatius,,family,east2759
barb1267,Barbados-Trinidad,,family,barb1266
barb1268,Barbacoan (Unattested),,family,unat1236
barc1235,Barclayville Grebo,gry,language,barc1236
barc1236,Barclayville-Gboloo-Central Liberian Grebo,,family,nort3193
bard1254,Bardic,,family,west2872
bard1255,Bardi,bcj,language,bard1254
bare1276,Baré,bae,language,bare1282
bare1279,Barain,bva,language,bara1406
bare1282,Bareic,,family,alto1250
barg1252,Bargam,mlp,language,croi1234
barh1234,Barh Keita,,family,sara1318
bari1241,Barikanchi,bxo,language,haus1258
bari1283,Barian,,family,east2418
bari1284,Bari,bfa,language,nucl1796
bari1286,Bariai,bch,language,east2772
bari1287,Barito-Mahakam,,family,grea1283
bari1290,Bariji,bjc,language,yare1251
bari1297,Barí,mot,language,sout3015
bari1298,Barikewa,jbk,language,tura1264
baro1252,Barombi,bbi,language,abob1234
baro1253,Barok,bjk,language,mada1284
barr1247,Barrow Point,bpt,language,flin1248
barr1251,Barro Negro Tunebo,tbn,language,tune1260
baru1267,Baruya,byr,language,baru1271
baru1268,Baruga-Doghoro,,family,coas1297
baru1269,Baruga,bjz,language,baru1268
baru1271,Baruya-Simbari,,family,nucl1763
barw1243,Barwe,bwg,language,sena1270
barz1241,Barzani Jewish Neo-Aramaic,bjf,language,nort3242
basa1279,Basa,,family,basa1288
basa1280,Basa-Gumna,bsl,language,gumn1234
basa1281,Basa-Gurmana,buj,language,kont1247
basa1282,Basa (Nigeria),bzw,language,basa1279
basa1283,Basaa (A.40),,family,basa1292
basa1284,Basa (Cameroon),bas,language,basa1290
basa1286,Basap,bdb,language,basa1291
basa1287,Basay,byq,language,nort2900
basa1288,Basa-Eastern Kainji,,family,cent2242
basa1289,Basaa-Bakoko,,family,basa1283
basa1290,Basaa-Hijuk,,family,basa1289
basa1291,Basap-Greater Barito,,family,mala1545
basa1292,Basaa-Yaunde (A40-70),,family,bant1295
bash1263,Bashkardi,bsg,language,mode1259
bash1264,Bashkir,bak,language,nort2696
basi1245,Basila-Adele,,family,nato1234
bask1236,Basketo,bst,language,nort3161
baso1234,Basoo,,family,sole1244
basq1248,Basque,eus,language,
basq1267,Basque-Romani,,family,spee1234
bass1258,Bassari-Tanda,bsc,language,bass1263
bass1259,Bassa-Kontagora,bsr,language,gumn1234
bass1260,Bassossi,bsi,language,mane1268
bass1262,Bassaic,,family,west2485
bass1263,Bassari-Bedik-Bapen,,family,tend1239
bata1285,Batanga,bnm,language,beng1289
bata1288,Batak Simalungun,bts,language,sout3166
bata1289,Batak Toba,bbc,language,sout2849
bata1290,Batak Angkola,akb,language,angk1248
bata1291,Batak Mandailing,btm,language,angk1248
bata1292,Batak Alas-Kluet,btz,language,nort2831
bata1293,Batak Karo,btx,language,nort2831
bata1294,Batak Dairi,btd,language,nort2831
bata1297,Bataan Ayta,ayt,language,samb1319
bata1298,Batad Ifugao,ifb,language,bata1319
bata1301,Batak,bya,language,bata1317
bata1314,Bata,bta,language,bium1271
bata1315,Batanic,,family,mala1545
bata1317,Batak-Central Tagbanwa,,family,nort3185
bata1318,Batangan,,family,buhi1244
bata1319,Batad-Mayoyao,,family,ifug1247
bate1261,Bateri,btv,language,bate1269
bate1262,Batek,btq,language,bate1268
bate1268,Batekic,,family,menr1235
bate1269,Bateri-Mankiyali,,family,oute1238
bath1244,Bathari,bhm,language,west2859
bati1251,Bati (Cameroonh),btc,language,bati1255
bati1253,Bati (Indonesia),bvt,language,gese1241
bati1255,Bati-Mbure-Yambassa,,family,nucl1802
bats1242,Bats,bbl,language,nakh1246
batu1255,Batu,btu,language,nort3192
batu1258,Batuley,bay,language,batu1262
batu1260,Batui,zbt,language,batu1263
batu1262,Batuley-Mariri,,family,aruu1241
batu1263,Batui-Saluan,,family,salu1252
baub1235,Bau-Jagoi Bidayuh,sne,language,bida1237
bauc1238,Bauchi,bsf,language,shir1275
baur1251,Bauria,bge,language,bhil1254
baur1252,Bauro,bxa,language,sanc1243
baur1253,Baure,brg,language,boli1260
bauu1244,Bau,bbd,language,pani1263
bauw1240,Bauwaki,bwk,language,bauw1241
bauw1241,Bauwakic,,family,mail1249
bauz1241,Bauzi,bvz,language,geel1240
bava1246,Bavarian,bar,language,baye1239
bawm1236,Bawm Chin,bgr,language,fala1242
baya1257,Bayali,bjy,language,rock1234
bayb1234,Baybayanon,bvy,language,sama1315
baye1239,Bairisch,,family,mode1258
bayg1239,Baygo,byg,language,nyal1252
baym1241,Bay Miwok,mkq,language,east2546
bayo1255,Kugere-Kuxinge,bda,language,bayo1262
bayo1259,Bayono-Awbono,,family,
bayo1260,Bayono,byl,language,bayo1259
bayo1261,Bayo-Morom,,family,moro1296
bayo1262,Bayot,,family,jola1264
bayu1240,Bayungu,bxj,language,kany1246
bazi1237,Bazigar,bfr,language,uncl1493
beam1240,Beami,beo,language,etor1234
beav1236,Beaver,bea,language,beav1237
beav1237,Beaver-Sekani,,family,cord1235
beba1238,Beba,bfp,language,ngem1254
bebe1248,Bebele,beb,language,ewon1241
bebe1250,Bebe,bzv,language,bebe1253
bebe1252,Bebeli,bek,language,bebe1254
bebe1253,Bebe-Kemezung,,family,east2730
bebe1254,Bebeli-Mangseng,,family,araw1269
bebi1242,Bebil,bxp,language,ewon1241
bebo1243,Beboid,,family,sout3152
beck1235,Becking-Dawi,,family,grea1275
bedi1235,Bedik,tnr,language,bedi1237
bedi1236,Bediondo,,family,sara1346
bedi1237,Bedik-Bapen,,family,bass1263
bedj1245,Nangnda,bjv,language,bedi1236
bedo1237,Bedoanas,bed,language,bomb1263
beek1238,Beeke,bkf,language,bali1286
beel1236,Beele,bxq,language,bola1254
beem1239,Beembe,beq,language,kiko1234
beez1238,Beezen,bnz,language,beez1239
beez1239,Beezen-Baazem,,family,akum1239
befa1241,Menchum,bby,language,wide1239
begb1241,Begbere-Ejar,bqv,language,koro1301
beic1239,Beic,,family,daic1238
beja1238,Beja,bej,language,cush1243
beka1241,Riuk Bekati',bei,language,baka1275
bekw1241,Bekwarra,bkv,language,bend1256
bekw1242,Bekwil,bkw,language,mpoi1234
bela1254,Belarusian,bel,language,east1426
bela1255,Belanda Viri,bvi,language,baiv1238
bela1256,Belanda Bor,bxb,language,nort2814
bela1260,Lemeting,beg,language,cent2272
belh1239,Belhariya,byw,language,athp1240
beli1257,Beli (South Sudan),blm,language,moro1293
beli1258,Beli (Papua New Guinea),bey,language,nucl1708
beli1260,Belize Kriol English,bzj,language,beli1261
beli1261,Belize-Miskito Creole English,,family,misk1243
bell1243,Bella Coola,blc,language,sali1255
bell1261,Bellari,brw,language,tulu1262
bell1262,Bel,,family,belr1234
beln1234,Belneng,glb,language,west2717
belr1234,Bel-Roinji-Nenaya,,family,viti1243
bemb1255,Bembe,bmb,language,bemb1260
bemb1256,Bemba (M.40),,family,cent2321
bemb1257,Bemba (Zambia),bem,language,bemb1256
bemb1260,Bembe-Buyu-Binja,,family,lega1252
bena1258,Bena-Mboi,,family,came1255
bena1259,Bena,,family,bena1258
bena1260,Bena (Nigeria),yun,language,yung1254
bena1262,Bena (Tanzania),bez,language,bena1273
bena1264,Benabena,bef,language,nucl1756
bena1273,Bena-Hehe,,family,sout3185
benc1235,Bench,bcq,language,gong1255
bend1256,Bendic,,family,sout3152
bend1258,Bende,bdp,language,bend1261
bend1260,Bendi,bct,language,lese1245
bend1261,Bende-Tongwe,,family,uncl1498
beng1239,Kata Kolok,bqy,language,vill1244
beng1280,Bengali,ben,language,gaud1238
beng1282,Benga,bng,language,beng1289
beng1285,Ben-Gban,,family,nwab1239
beng1286,Beng,nhb,language,beng1291
beng1287,Benggoi,bgy,language,seti1249
beng1289,Bengaic,,family,sawa1251
beng1291,Bengic,,family,beng1285
bent1237,Bentong,bnu,language,nucl1727
bent1238,Ben Tey Dogon,dbt,language,nang1263
benu1247,Benue-Congo,,family,volt1241
benu1248,Benue-Congo Plateau,,family,benu1247
benu1249,Benue-Congo Central Plateau,,family,benu1248
beny1237,Benyadu',byd,language,beny1238
beny1238,Benyadu-Bekati,,family,land1261
beot1247,Beothuk,bue,language,
bepo1240,Bepour,bie,language,kumi1249
bera1259,Bera,brf,language,komo1265
bera1261,Berakou,bxv,language,naba1258
bera1262,Berau Malay,bve,language,bera1266
bera1263,Berawan-Lower Baram,,family,nort3171
bera1264,Berawan,lod,family,bera1263
bera1266,Berau-Brunei Malay,,family,banj1240
berb1259,Berbice Creole Dutch,brc,language,zeeu1239
berb1260,Berber,,family,afro1255
beri1253,Berinomo,bit,language,bahi1255
beri1254,Berik,bkl,language,tora1268
bero1241,Beromic,,family,benu1248
bero1242,Berom,bom,language,iten1244
bert1248,Berta,wti,language,
bert1249,Berti,byt,language,east2432
besi1244,Besisi,mhe,language,sout2686
besm1235,Besme,bes,language,kimb1240
beso1237,Besoa,bep,language,bada1260
beta1252,Betawi,bew,language,beta1260
beta1253,Betaf,bfe,language,beta1259
beta1259,Betaf-Vitou,,family,coas1312
beta1260,Betawic,,family,mala1538
bete1261,Bete (Yukubenic),byf,language,bete1266
bete1262,Bete-Bendi,btt,language,bete1267
bete1265,Beteic,,family,east2415
bete1266,Bete-Lufu,,family,yuku1244
bete1267,Bete-Obanliku,,family,nucl1801
beti1248,Beti (Côte d'Ivoire),eot,language,west2816
bett1235,Betta Kurumba,xub,language,kann1259
bewa1242,Bewani,,family,bord1247
bezh1248,Bezhta,kap,language,east2368
bhad1241,Bhadrawahi,bhd,language,bhad1243
bhad1243,Bhadrawahi-Bhalesi-Curahi,,family,cham1331
bhar1241,Bharia,bha,language,bund1252
bhat1263,Bhattiyali,bht,language,cham1331
bhat1265,Bhatri,bgw,language,halb1246
bhay1238,Bhaya,bhe,language,west2831
bhel1238,Bhele,bhy,language,bila1258
bhil1251,Bhili,bhb,language,bhil1254
bhil1253,Bhilali,bhi,language,paur1240
bhil1254,Bhil,,family,subc1234
bhoj1244,Bhojpuri,bho,language,bhoj1246
bhoj1246,Bhojpuric,,family,mait1254
bhot1235,Bhoti Kinnauri,nes,language,laha1255
bhun1242,Bhunjia,bhu,language,halb1246
biaa1238,Bia,,family,cent2262
biaf1240,Biafada,bif,language,jaad1234
biag1234,Biage,bdf,language,biag1235
biag1235,Biage-Mountain Koiali,,family,koia1261
biak1248,Biak,bhw,language,biak1250
biak1249,Biakic,,family,cend1238
biak1250,Biak-Roon,,family,biak1249
bial1238,Biali,beh,language,otiv1240
bian1251,Bian Marind,bpv,language,nucl1621
bian1252,Biangai,big,language,goil1242
biao1253,Shidong Biao,byk,language,biao1257
biao1254,Biao-Jiao Mien,bje,language,mien1242
biao1256,Biao Mon,bmt,language,mien1243
biao1257,Biaoic,,family,lakk1237
biat1246,Biatah Bidayuh,bth,language,bida1237
bibl1237,Bibling,,family,sout2874
bida1237,Bidayuh-Rejang,,family,bida1239
bida1239,Bidayuh-Southern Land Dayak,,family,land1261
bidi1241,Bidiyo,bid,language,dang1276
bidy1243,Bidyara,bym,language,bidy1245
bidy1244,Kanyaki-Kagbaaga-Kajoko Bidyogo,bjg,language,bijo1239
bidy1245,Bidyaric,,family,sout2765
biem1237,Biem,bmc,language,bamm1241
bier1244,Bierebo,bnk,language,baki1243
bier1245,Bieria-Maii,,family,epii1237
bier1246,Bieria,brj,language,bier1245
biet1238,Biete,biu,language,hmar1240
biga1237,Bigambal,xbe,language,yuga1243
biga1238,Biga,bhc,language,ambe1249
bign1238,Big Nambas,nmb,language,nort3261
biha1245,Bihari,,family,indo1321
biha1246,Bih,ibh,language,rade1241
bijo1238,Bijori,bix,language,asur1255
bijo1239,Bijogo,,family,cent2230
bika1252,Bi-Ka,,family,hani1250
biko1240,Bikol,,family,cent2246
bikw1235,Bikwin-Jen,,family,came1255
biky1238,Bikya,byb,language,bebo1243
bila1253,Bilaspuri,kfs,language,cham1331
bila1255,Bila,bip,language,bila1259
bila1257,Karen,bql,language,kari1319
bila1258,Bilaic,,family,komo1265
bila1259,Bila-Kaiku,,family,bila1258
